FirstName,LastName,BirthDate,Gender,YearlyIncome,City,StateProvinceName,EnglishCountryRegionName,TotalProductCost
Noah,Powell,1975-09-02,M,40000,Portland,Oregon,"United States",8.2205
Noah,Powell,1975-09-02,M,40000,Portland,Oregon,"United States",13.0863
Angela,Murphy,1975-04-07,F,40000,Redmond,Washington,"United States",1251.9813
Angela,Murphy,1975-04-07,F,40000,Redmond,Washington,"United States",1.8663
Angela,Murphy,1975-04-07,F,40000,Redmond,Washington,"United States",3.7363
Angela,Murphy,1975-04-07,F,40000,Redmond,Washington,"United States",41.5723
Angela,Murphy,1975-04-07,F,40000,Redmond,Washington,"United States",6.9223
Chase,Reed,1975-12-07,M,40000,Downey,California,"United States",1251.9813
Chase,Reed,1975-12-07,M,40000,Downey,California,"United States",3.7363
Jessica,Henderson,1973-10-09,F,60000,"La Jolla",California,"United States",13.09
Jessica,Henderson,1973-10-09,F,60000,"La Jolla",California,"United States",0.8565
Jessica,Henderson,1973-10-09,F,60000,"La Jolla",California,"United States",59.466
Jessica,Henderson,1973-10-09,F,60000,"La Jolla",California,"United States",1.4923
Jessica,Henderson,1973-10-09,F,60000,"La Jolla",California,"United States",0.8565
Grace,Butler,1973-11-27,F,70000,Lebanon,Oregon,"United States",13.09
Grace,Butler,1973-11-27,F,70000,Lebanon,Oregon,"United States",1.8663
Grace,Butler,1973-11-27,F,70000,Lebanon,Oregon,"United States",0.8565
Grace,Butler,1973-11-27,F,70000,Lebanon,Oregon,"United States",1.4923
Grace,Butler,1973-11-27,F,70000,Lebanon,Oregon,"United States",13.0863
Caleb,Carter,1976-09-25,M,60000,"Port Orchard",Washington,"United States",1.4923
Caleb,Carter,1976-09-25,M,60000,"Port Orchard",Washington,"United States",0.8565
Caleb,Carter,1976-09-25,M,60000,"Port Orchard",Washington,"United States",1.8663
Caleb,Carter,1976-09-25,M,60000,"Port Orchard",Washington,"United States",13.09
Caleb,Carter,1976-09-25,M,60000,"Port Orchard",Washington,"United States",13.0863
Caleb,Carter,1976-09-25,M,60000,"Port Orchard",Washington,"United States",9.1593
Tiffany,Liang,1955-09-23,F,80000,Warrnambool,Victoria,Australia,1.8663
Tiffany,Liang,1955-09-23,F,80000,Warrnambool,Victoria,Australia,3.3623
Tiffany,Liang,1955-09-23,F,80000,Warrnambool,Victoria,Australia,9.1593
Tiffany,Liang,1955-09-23,F,80000,Warrnambool,Victoria,Australia,1.8663
Tiffany,Liang,1955-09-23,F,80000,Warrnambool,Victoria,Australia,3.7363
Tiffany,Liang,1955-09-23,F,80000,Warrnambool,Victoria,Australia,1.8663
Tiffany,Liang,1955-09-23,F,80000,Warrnambool,Victoria,Australia,9.3463
Tiffany,Liang,1955-09-23,F,80000,Warrnambool,Victoria,Australia,8.2205
Tiffany,Liang,1955-09-23,F,80000,Warrnambool,Victoria,Australia,2.9733
Carolyn,Navarro,1955-09-21,F,80000,"Gold Coast",Queensland,Australia,1912.1544
Carolyn,Navarro,1955-09-21,F,80000,"Gold Coast",Queensland,Australia,1265.6195
Carolyn,Navarro,1955-09-21,F,80000,"Gold Coast",Queensland,Australia,1481.9379
Willie,Raji,1955-04-05,M,80000,Sunbury,Victoria,Australia,1912.1544
Willie,Raji,1955-04-05,M,80000,Sunbury,Victoria,Australia,1251.9813
Willie,Raji,1955-04-05,M,80000,Sunbury,Victoria,Australia,1.8663
Willie,Raji,1955-04-05,M,80000,Sunbury,Victoria,Australia,13.09
Willie,Raji,1955-04-05,M,80000,Sunbury,Victoria,Australia,0.8565
Willie,Raji,1955-04-05,M,80000,Sunbury,Victoria,Australia,2.9733
Willie,Raji,1955-04-05,M,80000,Sunbury,Victoria,Australia,1481.9379
Willie,Raji,1955-04-05,M,80000,Sunbury,Victoria,Australia,10.8423
Willie,Raji,1955-04-05,M,80000,Sunbury,Victoria,Australia,1.8663
Willie,Raji,1955-04-05,M,80000,Sunbury,Victoria,Australia,0.8565
Linda,Serrano,1955-06-26,F,80000,Hawthorne,Queensland,Australia,9.3463
Linda,Serrano,1955-06-26,F,80000,Hawthorne,Queensland,Australia,0.8565
Linda,Serrano,1955-06-26,F,80000,Hawthorne,Queensland,Australia,3.7363
Linda,Serrano,1955-06-26,F,80000,Hawthorne,Queensland,Australia,1.8663
Linda,Serrano,1955-06-26,F,80000,Hawthorne,Queensland,Australia,1.8663
Linda,Serrano,1955-06-26,F,80000,Hawthorne,Queensland,Australia,3.3623
Linda,Serrano,1955-06-26,F,80000,Hawthorne,Queensland,Australia,41.5723
Casey,Luo,1955-02-06,F,80000,"St. Leonards","New South Wales",Australia,1912.1544
Casey,Luo,1955-02-06,F,80000,"St. Leonards","New South Wales",Australia,1265.6195
Casey,Luo,1955-02-06,F,80000,"St. Leonards","New South Wales",Australia,8.2205
Casey,Luo,1955-02-06,F,80000,"St. Leonards","New South Wales",Australia,41.5723
Casey,Luo,1955-02-06,F,80000,"St. Leonards","New South Wales",Australia,1481.9379
Casey,Luo,1955-02-06,F,80000,"St. Leonards","New South Wales",Australia,3.3623
Casey,Luo,1955-02-06,F,80000,"St. Leonards","New South Wales",Australia,1.8663
Amy,Ye,1956-08-14,F,70000,Springwood,"New South Wales",Australia,3.7363
Amy,Ye,1956-08-14,F,70000,Springwood,"New South Wales",Australia,1.8663
Amy,Ye,1956-08-14,F,70000,Springwood,"New South Wales",Australia,13.0863
Amy,Ye,1956-08-14,F,70000,Springwood,"New South Wales",Australia,41.5723
Amy,Ye,1956-08-14,F,70000,Springwood,"New South Wales",Australia,9.3463
Amy,Ye,1956-08-14,F,70000,Springwood,"New South Wales",Australia,1.8663
Amy,Ye,1956-08-14,F,70000,Springwood,"New South Wales",Australia,13.0863
Amy,Ye,1956-08-14,F,70000,Springwood,"New South Wales",Australia,1.8663
Amy,Ye,1956-08-14,F,70000,Springwood,"New South Wales",Australia,3.3623
Amy,Ye,1956-08-14,F,70000,Springwood,"New South Wales",Australia,6.9223
Levi,Arun,1956-08-28,M,70000,Cloverdale,"South Australia",Australia,3.7363
Levi,Arun,1956-08-28,M,70000,Cloverdale,"South Australia",Australia,1.8663
Levi,Arun,1956-08-28,M,70000,Cloverdale,"South Australia",Australia,13.0863
Levi,Arun,1956-08-28,M,70000,Cloverdale,"South Australia",Australia,9.3463
Levi,Arun,1956-08-28,M,70000,Cloverdale,"South Australia",Australia,0.8565
Levi,Arun,1956-08-28,M,70000,Cloverdale,"South Australia",Australia,2.9733
Levi,Arun,1956-08-28,M,70000,Cloverdale,"South Australia",Australia,3.3623
Felicia,Jimenez,1957-11-16,F,80000,Bendigo,Victoria,Australia,1898.0944
Felicia,Jimenez,1957-11-16,F,80000,Bendigo,Victoria,Australia,1251.9813
Felicia,Jimenez,1957-11-16,F,80000,Bendigo,Victoria,Australia,1481.9379
Felicia,Jimenez,1957-11-16,F,80000,Bendigo,Victoria,Australia,1.8663
Felicia,Jimenez,1957-11-16,F,80000,Bendigo,Victoria,Australia,3.3623
Blake,Anderson,1957-07-13,M,80000,Wollongong,"New South Wales",Australia,1912.1544
Blake,Anderson,1957-07-13,M,80000,Wollongong,"New South Wales",Australia,1265.6195
Blake,Anderson,1957-07-13,M,80000,Wollongong,"New South Wales",Australia,20.5663
Blake,Anderson,1957-07-13,M,80000,Wollongong,"New South Wales",Australia,1481.9379
Leah,Ye,1957-09-19,F,80000,Melton,Victoria,Australia,1898.0944
Leah,Ye,1957-09-19,F,80000,Melton,Victoria,Australia,1265.6195
Leah,Ye,1957-09-19,F,80000,Melton,Victoria,Australia,20.5663
Leah,Ye,1957-09-19,F,80000,Melton,Victoria,Australia,1481.9379
Leah,Ye,1957-09-19,F,80000,Melton,Victoria,Australia,13.0863
Donald,Gonzalez,1959-03-11,M,160000,Geelong,Victoria,Australia,3.7363
Donald,Gonzalez,1959-03-11,M,160000,Geelong,Victoria,Australia,1.8663
Donald,Gonzalez,1959-03-11,M,160000,Geelong,Victoria,Australia,3.3623
Donald,Gonzalez,1959-03-11,M,160000,Geelong,Victoria,Australia,6.9223
Donald,Gonzalez,1959-03-11,M,160000,Geelong,Victoria,Australia,9.3463
Damien,Chander,1959-07-17,M,170000,Perth,"South Australia",Australia,1898.0944
Damien,Chander,1959-07-17,M,170000,Perth,"South Australia",Australia,1265.6195
Damien,Chander,1959-07-17,M,170000,Perth,"South Australia",Australia,13.09
Damien,Chander,1959-07-17,M,170000,Perth,"South Australia",Australia,1.8663
Damien,Chander,1959-07-17,M,170000,Perth,"South Australia",Australia,1481.9379
Damien,Chander,1959-07-17,M,170000,Perth,"South Australia",Australia,13.0863
Damien,Chander,1959-07-17,M,170000,Perth,"South Australia",Australia,38.4923
Savannah,Baker,1966-07-24,F,120000,Concord,California,"United States",13.09
Savannah,Baker,1966-07-24,F,120000,Concord,California,"United States",0.8565
Savannah,Baker,1966-07-24,F,120000,Concord,California,"United States",1.4923
Savannah,Baker,1966-07-24,F,120000,Concord,California,"United States",41.5723
Savannah,Baker,1966-07-24,F,120000,Concord,California,"United States",6.9223
Angela,Butler,1966-08-04,F,130000,Fremont,California,"United States",1251.9813
Angela,Butler,1966-08-04,F,130000,Fremont,California,"United States",13.09
Angela,Butler,1966-08-04,F,130000,Fremont,California,"United States",461.4448
Angela,Butler,1966-08-04,F,130000,Fremont,California,"United States",3.3623
Angela,Butler,1966-08-04,F,130000,Fremont,California,"United States",1.8663
Angela,Butler,1966-08-04,F,130000,Fremont,California,"United States",9.1593
Alyssa,Cox,1966-03-15,F,130000,"Lincoln Acres",California,"United States",1265.6195
Alyssa,Cox,1966-03-15,F,130000,"Lincoln Acres",California,"United States",1.8663
Alyssa,Cox,1966-03-15,F,130000,"Lincoln Acres",California,"United States",13.09
Alyssa,Cox,1966-03-15,F,130000,"Lincoln Acres",California,"United States",13.0863
Alyssa,Cox,1966-03-15,F,130000,"Lincoln Acres",California,"United States",461.4448
Lucas,Phillips,1957-09-12,M,80000,Lebanon,Oregon,"United States",1265.6195
Lucas,Phillips,1957-09-12,M,80000,Lebanon,Oregon,"United States",0.8565
Lucas,Phillips,1957-09-12,M,80000,Lebanon,Oregon,"United States",461.4448
Lucas,Phillips,1957-09-12,M,80000,Lebanon,Oregon,"United States",3.3623
Lucas,Phillips,1957-09-12,M,80000,Lebanon,Oregon,"United States",1.8663
Emily,Johnson,1957-07-19,F,60000,"Newport Beach",California,"United States",13.09
Emily,Johnson,1957-07-19,F,60000,"Newport Beach",California,"United States",1.8663
Emily,Johnson,1957-07-19,F,60000,"Newport Beach",California,"United States",13.0863
Emily,Johnson,1957-07-19,F,60000,"Newport Beach",California,"United States",1.4923
Emily,Johnson,1957-07-19,F,60000,"Newport Beach",California,"United States",38.4923
Ryan,Brown,1957-12-23,M,70000,"Santa Monica",California,"United States",1.4923
Ryan,Brown,1957-12-23,M,70000,"Santa Monica",California,"United States",38.4923
Ryan,Brown,1957-12-23,M,70000,"Santa Monica",California,"United States",1.8663
Ryan,Brown,1957-12-23,M,70000,"Santa Monica",California,"United States",13.09
Ryan,Brown,1957-12-23,M,70000,"Santa Monica",California,"United States",13.0863
Ryan,Brown,1957-12-23,M,70000,"Santa Monica",California,"United States",9.1593
Tamara,Liang,1957-10-03,F,70000,"Chula Vista",California,"United States",1.4923
Tamara,Liang,1957-10-03,F,70000,"Chula Vista",California,"United States",59.466
Tamara,Liang,1957-10-03,F,70000,"Chula Vista",California,"United States",13.09
Tamara,Liang,1957-10-03,F,70000,"Chula Vista",California,"United States",0.8565
Hunter,Davis,1957-11-25,M,80000,"San Diego",California,"United States",1265.6195
Hunter,Davis,1957-11-25,M,80000,"San Diego",California,"United States",8.2205
Hunter,Davis,1957-11-25,M,80000,"San Diego",California,"United States",9.1593
Hunter,Davis,1957-11-25,M,80000,"San Diego",California,"United States",461.4448
Hunter,Davis,1957-11-25,M,80000,"San Diego",California,"United States",1.8663
Hunter,Davis,1957-11-25,M,80000,"San Diego",California,"United States",3.3623
Hunter,Davis,1957-11-25,M,80000,"San Diego",California,"United States",41.5723
Abigail,Price,1957-02-05,F,80000,"Long Beach",California,"United States",1251.9813
Abigail,Price,1957-02-05,F,80000,"Long Beach",California,"United States",8.2205
Abigail,Price,1957-02-05,F,80000,"Long Beach",California,"United States",13.0863
Abigail,Price,1957-02-05,F,80000,"Long Beach",California,"United States",461.4448
Abigail,Price,1957-02-05,F,80000,"Long Beach",California,"United States",13.0863
Abigail,Price,1957-02-05,F,80000,"Long Beach",California,"United States",38.4923
Abigail,Price,1957-02-05,F,80000,"Long Beach",California,"United States",3.3623
Trevor,Bryant,1957-12-17,M,90000,"Los Angeles",California,"United States",2171.2942
Trevor,Bryant,1957-12-17,M,90000,"Los Angeles",California,"United States",1251.9813
Trevor,Bryant,1957-12-17,M,90000,"Los Angeles",California,"United States",20.5663
Trevor,Bryant,1957-12-17,M,90000,"Los Angeles",California,"United States",9.1593
Trevor,Bryant,1957-12-17,M,90000,"Los Angeles",California,"United States",461.4448
Trevor,Bryant,1957-12-17,M,90000,"Los Angeles",California,"United States",6.9223
Cheryl,Diaz,1967-05-06,F,90000,"East Brisbane",Queensland,Australia,1898.0944
Cheryl,Diaz,1967-05-06,F,90000,"East Brisbane",Queensland,Australia,1265.6195
Cheryl,Diaz,1967-05-06,F,90000,"East Brisbane",Queensland,Australia,8.2205
Cheryl,Diaz,1967-05-06,F,90000,"East Brisbane",Queensland,Australia,1481.9379
Cheryl,Diaz,1967-05-06,F,90000,"East Brisbane",Queensland,Australia,3.3623
Aimee,He,1967-09-10,F,100000,Wollongong,"New South Wales",Australia,1912.1544
Aimee,He,1967-09-10,F,100000,Wollongong,"New South Wales",Australia,1251.9813
Aimee,He,1967-09-10,F,100000,Wollongong,"New South Wales",Australia,8.2205
Aimee,He,1967-09-10,F,100000,Wollongong,"New South Wales",Australia,13.0863
Aimee,He,1967-09-10,F,100000,Wollongong,"New South Wales",Australia,3.3623
Aimee,He,1967-09-10,F,100000,Wollongong,"New South Wales",Australia,1481.9379
Aimee,He,1967-09-10,F,100000,Wollongong,"New South Wales",Australia,13.0863
Cedric,Ma,1962-04-01,M,70000,Cranbourne,Victoria,Australia,9.3463
Cedric,Ma,1962-04-01,M,70000,Cranbourne,Victoria,Australia,1.8663
Cedric,Ma,1962-04-01,M,70000,Cranbourne,Victoria,Australia,2.9733
Cedric,Ma,1962-04-01,M,70000,Cranbourne,Victoria,Australia,44.88
Cedric,Ma,1962-04-01,M,70000,Cranbourne,Victoria,Australia,3.7363
Cedric,Ma,1962-04-01,M,70000,Cranbourne,Victoria,Australia,1.8663
Cedric,Ma,1962-04-01,M,70000,Cranbourne,Victoria,Australia,41.5723
Cedric,Ma,1962-04-01,M,70000,Cranbourne,Victoria,Australia,6.9223
Chad,Kumar,1962-09-01,M,70000,"Port Macquarie","New South Wales",Australia,1898.0944
Chad,Kumar,1962-09-01,M,70000,"Port Macquarie","New South Wales",Australia,1251.9813
Chad,Kumar,1962-09-01,M,70000,"Port Macquarie","New South Wales",Australia,3.7363
Chad,Kumar,1962-09-01,M,70000,"Port Macquarie","New South Wales",Australia,1.8663
Chad,Kumar,1962-09-01,M,70000,"Port Macquarie","New South Wales",Australia,41.5723
Chad,Kumar,1962-09-01,M,70000,"Port Macquarie","New South Wales",Australia,1481.9379
Chad,Kumar,1962-09-01,M,70000,"Port Macquarie","New South Wales",Australia,13.0863
Andrιs,Anand,1962-08-10,M,60000,"North Sydney","New South Wales",Australia,1898.0944
Andrιs,Anand,1962-08-10,M,60000,"North Sydney","New South Wales",Australia,1251.9813
Andrιs,Anand,1962-08-10,M,60000,"North Sydney","New South Wales",Australia,6.9223
Andrιs,Anand,1962-08-10,M,60000,"North Sydney","New South Wales",Australia,1481.9379
Edwin,Nara,1961-10-27,M,60000,Warrnambool,Victoria,Australia,1898.0944
Edwin,Nara,1961-10-27,M,60000,Warrnambool,Victoria,Australia,1251.9813
Edwin,Nara,1961-10-27,M,60000,Warrnambool,Victoria,Australia,3.7363
Edwin,Nara,1961-10-27,M,60000,Warrnambool,Victoria,Australia,1481.9379
Edwin,Nara,1961-10-27,M,60000,Warrnambool,Victoria,Australia,13.0863
Mallory,Rubio,1961-05-01,F,60000,Rhodes,"New South Wales",Australia,9.3463
Mallory,Rubio,1961-05-01,F,60000,Rhodes,"New South Wales",Australia,1.8663
Mallory,Rubio,1961-05-01,F,60000,Rhodes,"New South Wales",Australia,41.5723
Mallory,Rubio,1961-05-01,F,60000,Rhodes,"New South Wales",Australia,1.8663
Adam,Ross,1961-03-08,M,60000,"Port Macquarie","New South Wales",Australia,1912.1544
Adam,Ross,1961-03-08,M,60000,"Port Macquarie","New South Wales",Australia,1251.9813
Adam,Ross,1961-03-08,M,60000,"Port Macquarie","New South Wales",Australia,3.7363
Adam,Ross,1961-03-08,M,60000,"Port Macquarie","New South Wales",Australia,1.8663
Adam,Ross,1961-03-08,M,60000,"Port Macquarie","New South Wales",Australia,41.5723
Adam,Ross,1961-03-08,M,60000,"Port Macquarie","New South Wales",Australia,1481.9379
Adam,Ross,1961-03-08,M,60000,"Port Macquarie","New South Wales",Australia,1.8663
Adam,Ross,1961-03-08,M,60000,"Port Macquarie","New South Wales",Australia,3.3623
Adam,Ross,1961-03-08,M,60000,"Port Macquarie","New South Wales",Australia,41.5723
Latasha,Navarro,1960-09-15,F,60000,Cloverdale,"South Australia",Australia,1898.0944
Latasha,Navarro,1960-09-15,F,60000,Cloverdale,"South Australia",Australia,1265.6195
Latasha,Navarro,1960-09-15,F,60000,Cloverdale,"South Australia",Australia,9.1593
Latasha,Navarro,1960-09-15,F,60000,Cloverdale,"South Australia",Australia,20.5663
Latasha,Navarro,1960-09-15,F,60000,Cloverdale,"South Australia",Australia,1481.9379
Latasha,Navarro,1960-09-15,F,60000,Cloverdale,"South Australia",Australia,3.3623
Latasha,Navarro,1960-09-15,F,60000,Cloverdale,"South Australia",Australia,1.8663
Abby,Sai,1965-05-08,F,70000,Cranbourne,Victoria,Australia,1912.1544
Abby,Sai,1965-05-08,F,70000,Cranbourne,Victoria,Australia,1265.6195
Abby,Sai,1965-05-08,F,70000,Cranbourne,Victoria,Australia,44.88
Abby,Sai,1965-05-08,F,70000,Cranbourne,Victoria,Australia,1481.9379
Abby,Sai,1965-05-08,F,70000,Cranbourne,Victoria,Australia,3.3623
Abby,Sai,1965-05-08,F,70000,Cranbourne,Victoria,Australia,9.1593
Abby,Sai,1965-05-08,F,70000,Cranbourne,Victoria,Australia,1.8663
Julia,Nelson,1965-04-21,F,80000,Sydney,"New South Wales",Australia,2.9733
Julia,Nelson,1965-04-21,F,80000,Sydney,"New South Wales",Australia,9.3463
Julia,Nelson,1965-04-21,F,80000,Sydney,"New South Wales",Australia,3.7363
Julia,Nelson,1965-04-21,F,80000,Sydney,"New South Wales",Australia,1.8663
Julia,Nelson,1965-04-21,F,80000,Sydney,"New South Wales",Australia,20.5663
Cassie,Chande,1964-10-17,F,70000,Darlinghurst,"New South Wales",Australia,1898.0944
Cassie,Chande,1964-10-17,F,70000,Darlinghurst,"New South Wales",Australia,1251.9813
Cassie,Chande,1964-10-17,F,70000,Darlinghurst,"New South Wales",Australia,1.8663
Cassie,Chande,1964-10-17,F,70000,Darlinghurst,"New South Wales",Australia,3.7363
Cassie,Chande,1964-10-17,F,70000,Darlinghurst,"New South Wales",Australia,41.5723
Cassie,Chande,1964-10-17,F,70000,Darlinghurst,"New South Wales",Australia,9.1593
Cassie,Chande,1964-10-17,F,70000,Darlinghurst,"New South Wales",Australia,1481.9379
Cassie,Chande,1964-10-17,F,70000,Darlinghurst,"New South Wales",Australia,13.0863
Edgar,Sara,1964-03-11,M,70000,"Gold Coast",Queensland,Australia,1912.1544
Edgar,Sara,1964-03-11,M,70000,"Gold Coast",Queensland,Australia,1251.9813
Edgar,Sara,1964-03-11,M,70000,"Gold Coast",Queensland,Australia,13.09
Edgar,Sara,1964-03-11,M,70000,"Gold Coast",Queensland,Australia,1.8663
Edgar,Sara,1964-03-11,M,70000,"Gold Coast",Queensland,Australia,1481.9379
Edgar,Sara,1964-03-11,M,70000,"Gold Coast",Queensland,Australia,41.5723
Candace,Fernandez,1964-12-28,F,70000,Matraville,"New South Wales",Australia,1912.1544
Candace,Fernandez,1964-12-28,F,70000,Matraville,"New South Wales",Australia,1251.9813
Candace,Fernandez,1964-12-28,F,70000,Matraville,"New South Wales",Australia,1481.9379
Candace,Fernandez,1964-12-28,F,70000,Matraville,"New South Wales",Australia,3.3623
Candace,Fernandez,1964-12-28,F,70000,Matraville,"New South Wales",Australia,2.9733
Jessie,Liu,1964-09-11,M,70000,Warrnambool,Victoria,Australia,1912.1544
Jessie,Liu,1964-09-11,M,70000,Warrnambool,Victoria,Australia,1251.9813
Jessie,Liu,1964-09-11,M,70000,Warrnambool,Victoria,Australia,1481.9379
Bianca,Lin,1959-09-09,F,90000,"St. Leonards","New South Wales",Australia,1898.0944
Bianca,Lin,1959-09-09,F,90000,"St. Leonards","New South Wales",Australia,1265.6195
Bianca,Lin,1959-09-09,F,90000,"St. Leonards","New South Wales",Australia,8.2205
Bianca,Lin,1959-09-09,F,90000,"St. Leonards","New South Wales",Australia,13.0863
Bianca,Lin,1959-09-09,F,90000,"St. Leonards","New South Wales",Australia,1481.9379
Bianca,Lin,1959-09-09,F,90000,"St. Leonards","New South Wales",Australia,13.0863
Kari,Alvarez,1963-07-14,F,70000,"Port Macquarie","New South Wales",Australia,1898.0944
Kari,Alvarez,1963-07-14,F,70000,"Port Macquarie","New South Wales",Australia,1251.9813
Kari,Alvarez,1963-07-14,F,70000,"Port Macquarie","New South Wales",Australia,13.09
Kari,Alvarez,1963-07-14,F,70000,"Port Macquarie","New South Wales",Australia,1481.9379
Kari,Alvarez,1963-07-14,F,70000,"Port Macquarie","New South Wales",Australia,13.0863
Ruben,Kapoor,1963-11-05,M,70000,"South Melbourne",Victoria,Australia,1898.0944
Ruben,Kapoor,1963-11-05,M,70000,"South Melbourne",Victoria,Australia,1251.9813
Ruben,Kapoor,1963-11-05,M,70000,"South Melbourne",Victoria,Australia,1.8663
Ruben,Kapoor,1963-11-05,M,70000,"South Melbourne",Victoria,Australia,13.09
Ruben,Kapoor,1963-11-05,M,70000,"South Melbourne",Victoria,Australia,8.2205
Ruben,Kapoor,1963-11-05,M,70000,"South Melbourne",Victoria,Australia,44.88
Ruben,Kapoor,1963-11-05,M,70000,"South Melbourne",Victoria,Australia,6.9223
Ruben,Kapoor,1963-11-05,M,70000,"South Melbourne",Victoria,Australia,1481.9379
Curtis,Yang,1962-06-06,M,60000,Darlinghurst,"New South Wales",Australia,1912.1544
Curtis,Yang,1962-06-06,M,60000,Darlinghurst,"New South Wales",Australia,1251.9813
Curtis,Yang,1962-06-06,M,60000,Darlinghurst,"New South Wales",Australia,1481.9379
Curtis,Yang,1962-06-06,M,60000,Darlinghurst,"New South Wales",Australia,1.8663
Curtis,Yang,1962-06-06,M,60000,Darlinghurst,"New South Wales",Australia,3.3623
Meredith,Gutierrez,1962-02-23,F,60000,Geelong,Victoria,Australia,1912.1544
Meredith,Gutierrez,1962-02-23,F,60000,Geelong,Victoria,Australia,1251.9813
Meredith,Gutierrez,1962-02-23,F,60000,Geelong,Victoria,Australia,3.7363
Meredith,Gutierrez,1962-02-23,F,60000,Geelong,Victoria,Australia,1.8663
Meredith,Gutierrez,1962-02-23,F,60000,Geelong,Victoria,Australia,6.9223
Meredith,Gutierrez,1962-02-23,F,60000,Geelong,Victoria,Australia,1481.9379
Meredith,Gutierrez,1962-02-23,F,60000,Geelong,Victoria,Australia,10.8423
Meredith,Gutierrez,1962-02-23,F,60000,Geelong,Victoria,Australia,1.8663
Crystal,Wang,1962-09-09,F,60000,"Hervey Bay",Queensland,Australia,1898.0944
Crystal,Wang,1962-09-09,F,60000,"Hervey Bay",Queensland,Australia,1265.6195
Crystal,Wang,1962-09-09,F,60000,"Hervey Bay",Queensland,Australia,8.2205
Crystal,Wang,1962-09-09,F,60000,"Hervey Bay",Queensland,Australia,59.466
Crystal,Wang,1962-09-09,F,60000,"Hervey Bay",Queensland,Australia,1481.9379
Crystal,Wang,1962-09-09,F,60000,"Hervey Bay",Queensland,Australia,13.0863
Micheal,Blanco,1962-02-21,M,70000,Perth,"South Australia",Australia,3.7363
Micheal,Blanco,1962-02-21,M,70000,Perth,"South Australia",Australia,1.8663
Micheal,Blanco,1962-02-21,M,70000,Perth,"South Australia",Australia,13.0863
Micheal,Blanco,1962-02-21,M,70000,Perth,"South Australia",Australia,1.8663
Micheal,Blanco,1962-02-21,M,70000,Perth,"South Australia",Australia,9.3463
Micheal,Blanco,1962-02-21,M,70000,Perth,"South Australia",Australia,8.2205
Micheal,Blanco,1962-02-21,M,70000,Perth,"South Australia",Australia,2.9733
Leslie,Moreno,1962-05-28,F,70000,Rhodes,"New South Wales",Australia,2.9733
Leslie,Moreno,1962-05-28,F,70000,Rhodes,"New South Wales",Australia,3.7363
Leslie,Moreno,1962-05-28,F,70000,Rhodes,"New South Wales",Australia,1.8663
Leslie,Moreno,1962-05-28,F,70000,Rhodes,"New South Wales",Australia,13.0863
Leslie,Moreno,1962-05-28,F,70000,Rhodes,"New South Wales",Australia,9.3463
Leslie,Moreno,1962-05-28,F,70000,Rhodes,"New South Wales",Australia,1.8663
Leslie,Moreno,1962-05-28,F,70000,Rhodes,"New South Wales",Australia,13.0863
Alvin,Cai,1962-02-12,M,70000,"St. Leonards","New South Wales",Australia,9.3463
Alvin,Cai,1962-02-12,M,70000,"St. Leonards","New South Wales",Australia,0.8565
Alvin,Cai,1962-02-12,M,70000,"St. Leonards","New South Wales",Australia,2.9733
Alvin,Cai,1962-02-12,M,70000,"St. Leonards","New South Wales",Australia,1.8663
Alvin,Cai,1962-02-12,M,70000,"St. Leonards","New South Wales",Australia,3.7363
Alvin,Cai,1962-02-12,M,70000,"St. Leonards","New South Wales",Australia,23.749
Clinton,Carlson,1962-10-07,M,70000,Sydney,"New South Wales",Australia,9.3463
Clinton,Carlson,1962-10-07,M,70000,Sydney,"New South Wales",Australia,0.8565
Clinton,Carlson,1962-10-07,M,70000,Sydney,"New South Wales",Australia,1.8663
Clinton,Carlson,1962-10-07,M,70000,Sydney,"New South Wales",Australia,3.7363
Clinton,Carlson,1962-10-07,M,70000,Sydney,"New South Wales",Australia,13.0863
Clinton,Carlson,1962-10-07,M,70000,Sydney,"New South Wales",Australia,23.749
Clinton,Carlson,1962-10-07,M,70000,Sydney,"New South Wales",Australia,2.9733
April,Deng,1961-02-21,F,70000,Matraville,"New South Wales",Australia,1912.1544
April,Deng,1961-02-21,F,70000,Matraville,"New South Wales",Australia,1265.6195
April,Deng,1961-02-21,F,70000,Matraville,"New South Wales",Australia,8.2205
April,Deng,1961-02-21,F,70000,Matraville,"New South Wales",Australia,3.7363
April,Deng,1961-02-21,F,70000,Matraville,"New South Wales",Australia,1.8663
April,Deng,1961-02-21,F,70000,Matraville,"New South Wales",Australia,6.9223
April,Deng,1961-02-21,F,70000,Matraville,"New South Wales",Australia,1481.9379
April,Deng,1961-02-21,F,70000,Matraville,"New South Wales",Australia,13.0863
Alvin,Zeng,1957-07-03,M,80000,"Lavender Bay","New South Wales",Australia,1.8663
Alvin,Zeng,1957-07-03,M,80000,"Lavender Bay","New South Wales",Australia,3.7363
Alvin,Zeng,1957-07-03,M,80000,"Lavender Bay","New South Wales",Australia,20.5663
Alvin,Zeng,1957-07-03,M,80000,"Lavender Bay","New South Wales",Australia,2.9733
Alvin,Zeng,1957-07-03,M,80000,"Lavender Bay","New South Wales",Australia,1.8663
Alvin,Zeng,1957-07-03,M,80000,"Lavender Bay","New South Wales",Australia,9.3463
Alvin,Zeng,1957-07-03,M,80000,"Lavender Bay","New South Wales",Australia,2.9733
